Wert,Jahr,Grossregion,Ausbildung,Berufliche Stellung,Geschlecht,Zentralwert und Quartilbereich
9144,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Int. 75%
7902,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Stellung 4,Mann,Median
6785,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Stellung 4,Mann,Int. 25%
9862,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Stellung 4,Mann,Int. 75%
6917,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Stellung 4,Frau,Median
6278,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Stellung 4,Frau,Int. 25%
7937,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Stellung 4,Frau,Int. 75%
7655,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Median
6526,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
9142,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
7926,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Ohne Kaderfunktion,Mann,Median
6870,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Ohne Kaderfunktion,Mann,Int. 25%
9369,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Ohne Kaderfunktion,Mann,Int. 75%
6819,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Ohne Kaderfunktion,Frau,Median
5744,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Ohne Kaderfunktion,Frau,Int. 25%
8332,2008,"Nordwestschweiz (BS, BL, AG)","Fachhochschule (FH), PH",Ohne Kaderfunktion,Frau,Int. 75%
7887,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Geschlecht - Total,Median
6539,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
9801,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
8299,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Mann,Median
6849,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Mann,Int. 25%
10219,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Mann,Int. 75%
6953,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Frau,Median
5801,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Frau,Int. 25%
8342,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Berufliche Stellung - Total,Frau,Int. 75%
9075,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 1+2,Geschlecht - Total,Median
7208,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 1+2,Geschlecht - Total,Int. 25%
11765,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 1+2,Geschlecht - Total,Int. 75%
9440,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 1+2,Mann,Median
7475,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 1+2,Mann,Int. 25%
12186,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 1+2,Mann,Int. 75%
7715,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 1+2,Frau,Median
6161,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 1+2,Frau,Int. 25%
9527,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 1+2,Frau,Int. 75%
8172,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 3,Geschlecht - Total,Median
6722,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 3,Geschlecht - Total,Int. 25%
9783,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 3,Geschlecht - Total,Int. 75%
8559,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 3,Mann,Median
7027,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 3,Mann,Int. 25%
9959,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 3,Mann,Int. 75%
7102,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 3,Frau,Median
6012,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 3,Frau,Int. 25%
8730,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 3,Frau,Int. 75%
7687,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 4,Geschlecht - Total,Median
6537,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 4,Geschlecht - Total,Int. 25%
9000,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 4,Geschlecht - Total,Int. 75%
7980,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 4,Mann,Median
6632,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 4,Mann,Int. 25%
9348,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 4,Mann,Int. 75%
7208,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 4,Frau,Median
6183,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 4,Frau,Int. 25%
8205,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Stellung 4,Frau,Int. 75%
7175,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Geschlecht - Total,Median
6093,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
8389,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
7488,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Mann,Median
6400,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Mann,Int. 25%
8757,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Mann,Int. 75%
6685,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Frau,Median
5646,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Frau,Int. 25%
7769,2008,"Nordwestschweiz (BS, BL, AG)","Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Frau,Int. 75%
6871,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Berufliche Stellung - Total,Geschlecht - Total,Median
5404,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
8985,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
7100,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Berufliche Stellung - Total,Mann,Median
5707,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Berufliche Stellung - Total,Mann,Int. 25%
9370,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Berufliche Stellung - Total,Mann,Int. 75%
6810,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Berufliche Stellung - Total,Frau,Median
5090,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Berufliche Stellung - Total,Frau,Int. 25%
8883,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Berufliche Stellung - Total,Frau,Int. 75%
7814,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 1+2,Geschlecht - Total,Median
6019,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 1+2,Geschlecht - Total,Int. 25%
10946,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 1+2,Geschlecht - Total,Int. 75%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 1+2,Mann,Median
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 1+2,Mann,Int. 25%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 1+2,Mann,Int. 75%
7366,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 1+2,Frau,Median
5795,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 1+2,Frau,Int. 25%
9517,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 1+2,Frau,Int. 75%
8146,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 3,Geschlecht - Total,Median
4952,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 3,Geschlecht - Total,Int. 25%
11919,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 3,Geschlecht - Total,Int. 75%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 3,Mann,Median
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 3,Mann,Int. 25%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 3,Mann,Int. 75%
6874,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 3,Frau,Median
4357,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 3,Frau,Int. 25%
12043,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 3,Frau,Int. 75%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 4,Geschlecht - Total,Median
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 4,Geschlecht - Total,Int. 25%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 4,Geschlecht - Total,Int. 75%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 4,Mann,Median
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 4,Mann,Int. 25%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 4,Mann,Int. 75%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 4,Frau,Median
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 4,Frau,Int. 25%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Stellung 4,Frau,Int. 75%
6705,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Ohne Kaderfunktion,Geschlecht - Total,Median
5329,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
8514,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
6853,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Ohne Kaderfunktion,Mann,Median
5726,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Ohne Kaderfunktion,Mann,Int. 25%
8712,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Ohne Kaderfunktion,Mann,Int. 75%
6604,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Ohne Kaderfunktion,Frau,Median
5090,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Ohne Kaderfunktion,Frau,Int. 25%
8431,2008,"Nordwestschweiz (BS, BL, AG)",Lehrerpatent,Ohne Kaderfunktion,Frau,Int. 75%
6639,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Berufliche Stellung - Total,Geschlecht - Total,Median
5179,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
8375,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
7030,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Berufliche Stellung - Total,Mann,Median
5633,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Berufliche Stellung - Total,Mann,Int. 25%
9361,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Berufliche Stellung - Total,Mann,Int. 75%
6032,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Berufliche Stellung - Total,Frau,Median
4776,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Berufliche Stellung - Total,Frau,Int. 25%
7573,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Berufliche Stellung - Total,Frau,Int. 75%
10698,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 1+2,Geschlecht - Total,Median
6196,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 1+2,Geschlecht - Total,Int. 25%
16754,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 1+2,Geschlecht - Total,Int. 75%
12791,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 1+2,Mann,Median
7698,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 1+2,Mann,Int. 25%
18483,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 1+2,Mann,Int. 75%
6447,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 1+2,Frau,Median
5741,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 1+2,Frau,Int. 25%
9802,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 1+2,Frau,Int. 75%
9111,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 3,Geschlecht - Total,Median
6602,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 3,Geschlecht - Total,Int. 25%
11569,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 3,Geschlecht - Total,Int. 75%
9645,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 3,Mann,Median
7665,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 3,Mann,Int. 25%
11746,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 3,Mann,Int. 75%
7503,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 3,Frau,Median
5243,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 3,Frau,Int. 25%
10633,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 3,Frau,Int. 75%
7617,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 4,Geschlecht - Total,Median
4894,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 4,Geschlecht - Total,Int. 25%
9179,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 4,Geschlecht - Total,Int. 75%
7692,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 4,Mann,Median
4407,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 4,Mann,Int. 25%
9756,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 4,Mann,Int. 75%
7187,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 4,Frau,Median
5880,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 4,Frau,Int. 25%
8593,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Stellung 4,Frau,Int. 75%
6242,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Ohne Kaderfunktion,Geschlecht - Total,Median
4902,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
7321,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
6554,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Ohne Kaderfunktion,Mann,Median
5293,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Ohne Kaderfunktion,Mann,Int. 25%
7454,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Ohne Kaderfunktion,Mann,Int. 75%
5836,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Ohne Kaderfunktion,Frau,Median
4544,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Ohne Kaderfunktion,Frau,Int. 25%
7143,2008,"Nordwestschweiz (BS, BL, AG)",Matura,Ohne Kaderfunktion,Frau,Int. 75%
5778,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Median
4770,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
7025,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
6075,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Median
5127,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 25%
7415,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 75%
5234,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Median
4333,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 25%
6341,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 75%
7405,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Median
5778,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 25%
9783,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 75%
7931,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Median
6267,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 25%
10601,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 75%
6088,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Median
4756,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 25%
7810,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 75%
6650,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Median
5309,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 25%
8125,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 75%
7079,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 3,Mann,Median
5845,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 25%
8618,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 75%
5770,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 3,Frau,Median
4549,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 25%
7083,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 75%
6220,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Median
5200,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 25%
7528,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 75%
6500,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 4,Mann,Median
5571,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 25%
7908,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 75%
5708,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 4,Frau,Median
4588,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 25%
6739,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 75%
5563,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
4651,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6606,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5805,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Median
4963,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 25%
6882,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 75%
5101,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Median
4282,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 25%
6119,2008,"Nordwestschweiz (BS, BL, AG)",Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 75%
5631,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Geschlecht - Total,Median
4694,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
6667,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
5963,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Mann,Median
5173,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Mann,Int. 25%
6895,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Mann,Int. 75%
4667,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Frau,Median
4032,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Frau,Int. 25%
5607,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Frau,Int. 75%
6509,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 1+2,Geschlecht - Total,Median
5200,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 1+2,Geschlecht - Total,Int. 25%
10361,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 1+2,Geschlecht - Total,Int. 75%
8322,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 1+2,Mann,Median
5714,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 1+2,Mann,Int. 25%
11505,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 1+2,Mann,Int. 75%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 1+2,Frau,Median
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 1+2,Frau,Int. 25%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 1+2,Frau,Int. 75%
7772,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 3,Geschlecht - Total,Median
5638,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 3,Geschlecht - Total,Int. 25%
9319,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 3,Geschlecht - Total,Int. 75%
7993,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 3,Mann,Median
6856,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 3,Mann,Int. 25%
9310,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 3,Mann,Int. 75%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 3,Frau,Median
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 3,Frau,Int. 25%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 3,Frau,Int. 75%
6316,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 4,Geschlecht - Total,Median
5759,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 4,Geschlecht - Total,Int. 25%
7095,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 4,Geschlecht - Total,Int. 75%
