Wert,Jahr,Grossregion,Tätigkeit,Anforderungsniveau des Arbeitsplatzes,Geschlecht
5200,2010,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 1+2,Mann
"""......""",2010,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 1+2,Frau
4589,2010,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 3,Geschlecht - Total
4850,2010,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 3,Mann
4230,2010,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 3,Frau
4746,2010,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 4,Geschlecht - Total
4952,2010,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 4,Mann
"""......""",2010,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 4,Frau
6238,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Anforderungsniveau - Total,Geschlecht - Total
6977,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Anforderungsniveau - Total,Mann
5637,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Anforderungsniveau - Total,Frau
8795,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 1+2,Geschlecht - Total
9848,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 1+2,Mann
7500,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 1+2,Frau
6087,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 3,Geschlecht - Total
6436,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 3,Mann
5786,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 3,Frau
4508,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 4,Geschlecht - Total
4703,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 4,Mann
4340,2010,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 4,Frau
12398,2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Anforderungsniveau - Total,Geschlecht - Total
12917,2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Anforderungsniveau - Total,Mann
9893,2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Anforderungsniveau - Total,Frau
12698,2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 1+2,Geschlecht - Total
13279,2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 1+2,Mann
10229,2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 1+2,Frau
9777,2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 3,Geschlecht - Total
10352,2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 3,Mann
6700,2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 3,Frau
"""......""",2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Geschlecht - Total
"""......""",2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Mann
"""......""",2010,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Frau
7838,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Anforderungsniveau - Total,Geschlecht - Total
9478,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Anforderungsniveau - Total,Mann
7063,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Anforderungsniveau - Total,Frau
9215,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 1+2,Geschlecht - Total
11259,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 1+2,Mann
7876,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 1+2,Frau
7083,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 3,Geschlecht - Total
7700,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 3,Mann
6736,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 3,Frau
5862,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 4,Geschlecht - Total
5910,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 4,Mann
5810,2010,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 4,Frau
6433,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Geschlecht - Total
7720,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Mann
6167,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Frau
6976,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Geschlecht - Total
10500,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Mann
6323,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Frau
6509,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Geschlecht - Total
7513,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Mann
6316,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Frau
5940,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Geschlecht - Total
6500,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Mann
5850,2010,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Frau
7253,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
8441,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Mann
6500,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Frau
9117,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Geschlecht - Total
9993,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Mann
7994,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Frau
6774,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Geschlecht - Total
7580,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Mann
6345,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Frau
5751,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Geschlecht - Total
6185,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Mann
5633,2010,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Frau
7801,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Geschlecht - Total
7933,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Mann
7425,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Frau
9992,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 1+2,Geschlecht - Total
10191,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 1+2,Mann
9479,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 1+2,Frau
7666,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 3,Geschlecht - Total
7672,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 3,Mann
7666,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 3,Frau
5500,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 4,Geschlecht - Total
5504,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 4,Mann
5492,2010,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 4,Frau
9216,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Geschlecht - Total
10434,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Mann
7751,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Frau
11640,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 1+2,Geschlecht - Total
12683,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 1+2,Mann
9681,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 1+2,Frau
7917,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 3,Geschlecht - Total
8652,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 3,Mann
7220,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 3,Frau
5961,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 4,Geschlecht - Total
6149,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 4,Mann
5859,2010,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 4,Frau
7492,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Geschlecht - Total
8100,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Mann
6591,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Frau
9750,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Geschlecht - Total
10644,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Mann
7694,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Frau
6783,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Geschlecht - Total
6835,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Mann
6649,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Frau
4699,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Geschlecht - Total
4707,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Mann
4619,2010,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Frau
4526,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Geschlecht - Total
5152,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Mann
4240,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Frau
6217,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Geschlecht - Total
7053,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Mann
5340,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Frau
4683,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Geschlecht - Total
5067,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Mann
4472,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Frau
4020,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Geschlecht - Total
4300,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Mann
3940,2010,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Frau
8955,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Anforderungsniveau - Total,Geschlecht - Total
9366,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Anforderungsniveau - Total,Mann
8171,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Anforderungsniveau - Total,Frau
10545,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 1+2,Geschlecht - Total
10864,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 1+2,Mann
9660,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 1+2,Frau
8115,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 3,Geschlecht - Total
8301,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 3,Mann
7514,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 3,Frau
6057,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 4,Geschlecht - Total
6220,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 4,Mann
5738,2010,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 4,Frau
9057,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Geschlecht - Total
9330,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Mann
8017,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Frau
10618,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 1+2,Geschlecht - Total
10813,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 1+2,Mann
9506,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 1+2,Frau
8270,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 3,Geschlecht - Total
8400,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 3,Mann
7927,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 3,Frau
6500,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 4,Geschlecht - Total
7378,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 4,Mann
5633,2010,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 4,Frau
7034,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Geschlecht - Total
7237,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Mann
6041,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Frau
7852,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Geschlecht - Total
8000,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Mann
6390,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Frau
6474,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Niveau 3,Geschlecht - Total
6626,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Niveau 3,Mann
5958,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Niveau 3,Frau
5653,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Niveau 4,Geschlecht - Total
5667,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Niveau 4,Mann
5287,2010,"Genferseeregion (VD, VS, GE)","Planen, konstruieren, zeichnen, gestalten",Niveau 4,Frau
5395,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Geschlecht - Total
5413,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Mann
5311,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Frau
6422,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Niveau 1+2,Geschlecht - Total
6480,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Niveau 1+2,Mann
6160,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Niveau 1+2,Frau
5553,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Niveau 3,Geschlecht - Total
5573,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Niveau 3,Mann
5453,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Niveau 3,Frau
4954,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Niveau 4,Geschlecht - Total
4994,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Niveau 4,Mann
4663,2010,"Genferseeregion (VD, VS, GE)","Transport von Personen, Waren und Nachrichten",Niveau 4,Frau
5809,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Anforderungsniveau - Total,Geschlecht - Total
5943,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Anforderungsniveau - Total,Mann
5091,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Anforderungsniveau - Total,Frau
12807,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Niveau 1+2,Geschlecht - Total
12613,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Niveau 1+2,Mann
13060,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Niveau 1+2,Frau
6149,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Niveau 3,Geschlecht - Total
6268,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Niveau 3,Mann
5412,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Niveau 3,Frau
5128,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Niveau 4,Geschlecht - Total
5256,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Niveau 4,Mann
4669,2010,"Genferseeregion (VD, VS, GE)","Sichern, bewachen",Niveau 4,Frau
6004,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Anforderungsniveau - Total,Geschlecht - Total
6765,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Anforderungsniveau - Total,Mann
5884,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Anforderungsniveau - Total,Frau
7639,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 1+2,Geschlecht - Total
7887,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 1+2,Mann
7528,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 1+2,Frau
5911,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 3,Geschlecht - Total
6506,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 3,Mann
5848,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 3,Frau
4943,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 4,Geschlecht - Total
4904,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 4,Mann
4945,2010,"Genferseeregion (VD, VS, GE)","Medizinische, pflegerische und soziale Tätigkeiten",Niveau 4,Frau
3907,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Anforderungsniveau - Total,Geschlecht - Total
4111,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Anforderungsniveau - Total,Mann
3875,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Anforderungsniveau - Total,Frau
3875,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Niveau 1+2,Geschlecht - Total
"""......""",2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Niveau 1+2,Mann
3810,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Niveau 1+2,Frau
3649,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Niveau 3,Geschlecht - Total
3657,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Niveau 3,Mann
3634,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Niveau 3,Frau
4659,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Niveau 4,Geschlecht - Total
4186,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Niveau 4,Mann
4763,2010,"Genferseeregion (VD, VS, GE)",Körper- und Kleiderpflege,Niveau 4,Frau
4061,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Anforderungsniveau - Total,Geschlecht - Total
4540,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Anforderungsniveau - Total,Mann
3716,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Anforderungsniveau - Total,Frau
5285,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Niveau 1+2,Geschlecht - Total
5694,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Niveau 1+2,Mann
4755,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Niveau 1+2,Frau
4892,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Niveau 3,Geschlecht - Total
5214,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Niveau 3,Mann
4027,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Niveau 3,Frau
3873,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Niveau 4,Geschlecht - Total
4240,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Niveau 4,Mann
3670,2010,"Genferseeregion (VD, VS, GE)",Reinigung und öffentliche Hygiene,Niveau 4,Frau
7000,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
7639,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Anforderungsniveau - Total,Mann
6600,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Anforderungsniveau - Total,Frau
7712,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Niveau 1+2,Geschlecht - Total
8152,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Niveau 1+2,Mann
7348,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Niveau 1+2,Frau
6653,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Niveau 3,Geschlecht - Total
7334,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Niveau 3,Mann
6333,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Niveau 3,Frau
4877,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Niveau 4,Geschlecht - Total
5241,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Niveau 4,Mann
4647,2010,"Genferseeregion (VD, VS, GE)",Pädagogische Tätigkeiten,Niveau 4,Frau
4131,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
4381,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Anforderungsniveau - Total,Mann
3934,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Anforderungsniveau - Total,Frau
5183,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 1+2,Geschlecht - Total
5393,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 1+2,Mann
4680,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 1+2,Frau
4436,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 3,Geschlecht - Total
4635,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 3,Mann
4119,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 3,Frau
3835,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 4,Geschlecht - Total
3901,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 4,Mann
3790,2010,"Genferseeregion (VD, VS, GE)",Gastgewerbliche und hauswirtschaftliche Tätigkeiten,Niveau 4,Frau
