Wert,Geschlecht,Arbeitskanton,Erwerbsstatus,Aufenthaltsdauer,Quartal
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2003Q3
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2003Q4
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2004Q1
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2004Q2
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2004Q3
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2004Q4
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2005Q1
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2005Q2
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2005Q3
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2005Q4
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2006Q1
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2006Q2
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2006Q3
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2006Q4
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2007Q1
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2007Q2
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2007Q3
0,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2007Q4
0.6,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2008Q1
0.6,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2008Q2
0.5,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2008Q3
0.5,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2008Q4
0.5,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2009Q1
0.5,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2009Q2
1.1,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2009Q3
0.7,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2009Q4
0.7,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2010Q1
0.7,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2010Q2
0.7,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2010Q3
2,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2010Q4
3,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2011Q1
4,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2011Q2
7,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2011Q3
7,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2011Q4
10,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2012Q1
10,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2012Q2
10,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2012Q3
11,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2012Q4
9,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2013Q1
11,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2013Q2
10,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2013Q3
11,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2013Q4
7.2,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2014Q1
7.5,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2014Q2
7.1,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2014Q3
7,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2014Q4
7.5,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2015Q1
6.5,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2015Q2
5,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2015Q3
4.9,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2015Q4
5.1,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2016Q1
5.4,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2016Q2
5.6,Frau,Obwalden,Erwerbsstatus - Total,>=12 Monate,2016Q3
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2002Q2
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2002Q3
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2002Q4
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q1
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q2
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q3
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2003Q4
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q1
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q2
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q3
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2004Q4
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q1
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q2
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q3
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2005Q4
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q1
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q2
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q3
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2006Q4
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q1
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q2
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q3
0,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2007Q4
0.6,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q1
1.2,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q2
1.2,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q3
1.1,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2008Q4
1.1,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q1
1,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q2
1.1,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q3
0.7,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2009Q4
0.7,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q1
0.7,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q2
0.7,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q3
2,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2010Q4
3,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q1
4,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q2
7,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q3
7,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q4
10,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q1
10,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q2
10,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q3
11,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q4
9,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q1
11,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q2
10,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q3
11,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q4
7.2,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q1
7.5,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q2
7.1,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q3
7,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q4
7.5,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q1
6.5,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q2
5,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q3
4.9,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q4
5.1,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q1
5.4,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q2
5.8,Frau,Obwalden,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2002Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2002Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2002Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2003Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2003Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2003Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2003Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2004Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2004Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2004Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2004Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2005Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2005Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2005Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2005Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2006Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2006Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2006Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2006Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2007Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2007Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2007Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2007Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2008Q1
0.7,Frau,Obwalden,Arbeitnehmer,<12 Monate,2008Q2
0.6,Frau,Obwalden,Arbeitnehmer,<12 Monate,2008Q3
0.6,Frau,Obwalden,Arbeitnehmer,<12 Monate,2008Q4
0.6,Frau,Obwalden,Arbeitnehmer,<12 Monate,2009Q1
0.5,Frau,Obwalden,Arbeitnehmer,<12 Monate,2009Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2009Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2009Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2010Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2010Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2010Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2010Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2011Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2011Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2011Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2011Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2012Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2012Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2012Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2012Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2013Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2013Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2013Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2013Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2014Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2014Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2014Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2014Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2015Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2015Q2
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2015Q3
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2015Q4
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2016Q1
0,Frau,Obwalden,Arbeitnehmer,<12 Monate,2016Q2
0.2,Frau,Obwalden,Arbeitnehmer,<12 Monate,2016Q3
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2002Q2
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2002Q3
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2002Q4
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2003Q1
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2003Q2
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2003Q3
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2003Q4
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2004Q1
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2004Q2
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2004Q3
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2004Q4
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2005Q1
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2005Q2
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2005Q3
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2005Q4
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2006Q1
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2006Q2
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2006Q3
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2006Q4
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2007Q1
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2007Q2
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2007Q3
0,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2007Q4
0.6,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2008Q1
0.6,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2008Q2
0.5,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2008Q3
0.5,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2008Q4
0.5,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2009Q1
0.5,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2009Q2
1.1,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2009Q3
0.7,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2009Q4
0.7,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2010Q1
0.7,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2010Q2
0.7,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2010Q3
2,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2010Q4
3,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2011Q1
4,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2011Q2
7,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2011Q3
7,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2011Q4
10,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2012Q1
10,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2012Q2
10,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2012Q3
11,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2012Q4
9,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2013Q1
11,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2013Q2
10,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2013Q3
11,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2013Q4
7.2,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2014Q1
7.5,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2014Q2
7.1,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2014Q3
7,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2014Q4
7.5,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2015Q1
6.5,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2015Q2
5,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2015Q3
4.9,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2015Q4
5.1,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2016Q1
5.4,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2016Q2
5.6,Frau,Obwalden,Arbeitnehmer,>=12 Monate,2016Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2002Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2002Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2002Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2003Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2003Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2003Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2003Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2004Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2004Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2004Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2004Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2005Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2005Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2005Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2005Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2006Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2006Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2006Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2006Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2007Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2007Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2007Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2007Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2008Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2008Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2008Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2008Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2009Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2009Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2009Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2009Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2010Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2010Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2010Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2010Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2011Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2011Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2011Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2011Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2012Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2012Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2012Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2012Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2013Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2013Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2013Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2013Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2014Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2014Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2014Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2014Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2015Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2015Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2015Q3
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2015Q4
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2016Q1
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2016Q2
0,Frau,Obwalden,Selbständige,Aufenthaltsdauer - Total,2016Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2002Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2002Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2002Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2003Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2003Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2003Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2003Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2004Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2004Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2004Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2004Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2005Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2005Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2005Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2005Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2006Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2006Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2006Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2006Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2007Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2007Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2007Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2007Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2008Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2008Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2008Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2008Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2009Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2009Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2009Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2009Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2010Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2010Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2010Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2010Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2011Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2011Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2011Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2011Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2012Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2012Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2012Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2012Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2013Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2013Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2013Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2013Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2014Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2014Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2014Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2014Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2015Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2015Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2015Q3
0,Frau,Obwalden,Selbständige,<12 Monate,2015Q4
0,Frau,Obwalden,Selbständige,<12 Monate,2016Q1
0,Frau,Obwalden,Selbständige,<12 Monate,2016Q2
0,Frau,Obwalden,Selbständige,<12 Monate,2016Q3
0,Frau,Obwalden,Selbständige,>=12 Monate,2002Q2
0,Frau,Obwalden,Selbständige,>=12 Monate,2002Q3
0,Frau,Obwalden,Selbständige,>=12 Monate,2002Q4
0,Frau,Obwalden,Selbständige,>=12 Monate,2003Q1
0,Frau,Obwalden,Selbständige,>=12 Monate,2003Q2
0,Frau,Obwalden,Selbständige,>=12 Monate,2003Q3
0,Frau,Obwalden,Selbständige,>=12 Monate,2003Q4
0,Frau,Obwalden,Selbständige,>=12 Monate,2004Q1
0,Frau,Obwalden,Selbständige,>=12 Monate,2004Q2
0,Frau,Obwalden,Selbständige,>=12 Monate,2004Q3
0,Frau,Obwalden,Selbständige,>=12 Monate,2004Q4
0,Frau,Obwalden,Selbständige,>=12 Monate,2005Q1
0,Frau,Obwalden,Selbständige,>=12 Monate,2005Q2
0,Frau,Obwalden,Selbständige,>=12 Monate,2005Q3
0,Frau,Obwalden,Selbständige,>=12 Monate,2005Q4
0,Frau,Obwalden,Selbständige,>=12 Monate,2006Q1
0,Frau,Obwalden,Selbständige,>=12 Monate,2006Q2
0,Frau,Obwalden,Selbständige,>=12 Monate,2006Q3
0,Frau,Obwalden,Selbständige,>=12 Monate,2006Q4
0,Frau,Obwalden,Selbständige,>=12 Monate,2007Q1
0,Frau,Obwalden,Selbständige,>=12 Monate,2007Q2
0,Frau,Obwalden,Selbständige,>=12 Monate,2007Q3
0,Frau,Obwalden,Selbständige,>=12 Monate,2007Q4
0,Frau,Obwalden,Selbständige,>=12 Monate,2008Q1
0,Frau,Obwalden,Selbständige,>=12 Monate,2008Q2
0,Frau,Obwalden,Selbständige,>=12 Monate,2008Q3
0,Frau,Obwalden,Selbständige,>=12 Monate,2008Q4
0,Frau,Obwalden,Selbständige,>=12 Monate,2009Q1
0,Frau,Obwalden,Selbständige,>=12 Monate,2009Q2
0,Frau,Obwalden,Selbständige,>=12 Monate,2009Q3
0,Frau,Obwalden,Selbständige,>=12 Monate,2009Q4
0,Frau,Obwalden,Selbständige,>=12 Monate,2010Q1
0,Frau,Obwalden,Selbständige,>=12 Monate,2010Q2
