Wert,Jahr,Grossregion,Staatsangehörigkeit / Anwesenheitsbewilligung,Anforderungsniveau des Arbeitsplatzes,Geschlecht,Zentralwert und Quartilbereich
7326,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Geschlecht - Total,Median
5975,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Geschlecht - Total,Int. 25%
9608,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Geschlecht - Total,Int. 75%
7429,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Mann,Median
6141,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Mann,Int. 25%
10099,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Mann,Int. 75%
6594,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Frau,Median
4653,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Frau,Int. 25%
8390,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 1+2,Frau,Int. 75%
5291,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Geschlecht - Total,Median
4418,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Geschlecht - Total,Int. 25%
6100,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Geschlecht - Total,Int. 75%
5604,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Mann,Median
4639,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Mann,Int. 25%
6293,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Mann,Int. 75%
4643,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Frau,Median
4127,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Frau,Int. 25%
5571,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 3,Frau,Int. 75%
4160,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Geschlecht - Total,Median
3522,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Geschlecht - Total,Int. 25%
5076,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Geschlecht - Total,Int. 75%
4160,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Mann,Median
3513,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Mann,Int. 25%
5109,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Mann,Int. 75%
4167,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Frau,Median
3714,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Frau,Int. 25%
4953,2010,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere,Niveau 4,Frau,Int. 75%
5932,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Median
4745,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7583,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
6322,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Median
5200,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 25%
8196,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 75%
5114,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Median
4222,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 25%
6537,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 75%
7367,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Median
5841,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 25%
9856,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 75%
7837,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Median
6175,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 25%
10417,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 75%
6411,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Median
5077,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 25%
8157,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 75%
5612,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Median
4666,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 25%
6669,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 75%
5830,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Median
4983,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 25%
6869,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 75%
5105,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Median
4279,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 25%
6228,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 75%
4548,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Median
3987,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 25%
5324,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 75%
4981,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Median
4299,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 25%
5704,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 75%
4276,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Median
3817,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 25%
4772,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 75%
6049,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
4855,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7684,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
6472,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Median
5333,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
8340,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
5233,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Median
4314,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
6588,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
7270,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Median
5821,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
9529,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
7740,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Median
6185,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 25%
10162,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 75%
6309,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Median
5033,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 25%
7924,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 75%
5633,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Median
4690,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
6695,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
5882,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Mann,Median
5038,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Mann,Int. 25%
6936,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Mann,Int. 75%
5130,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Frau,Median
4307,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Frau,Int. 25%
6222,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Frau,Int. 75%
4605,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Median
4086,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
5421,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
5086,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Mann,Median
4365,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Mann,Int. 25%
5893,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Mann,Int. 75%
4350,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Frau,Median
3956,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Frau,Int. 25%
4943,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Frau,Int. 75%
5543,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
4443,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7175,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5887,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Median
4847,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
7595,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
4616,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Median
3936,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
6265,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
7983,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Median
5960,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
11982,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
8357,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Median
6162,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 25%
12571,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 75%
7150,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Median
5334,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 25%
10444,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 75%
5521,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Median
4588,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
6593,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
5679,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Mann,Median
4797,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 25%
6674,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 75%
4915,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Frau,Median
4107,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 25%
6288,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 75%
4438,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Median
3842,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
5177,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
4885,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Mann,Median
4178,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Mann,Int. 25%
5540,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Mann,Int. 75%
4096,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Frau,Median
3660,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Frau,Int. 25%
4540,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Frau,Int. 75%
5000,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Geschlecht - Total,Median
3963,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6624,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5417,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Mann,Median
4320,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Mann,Int. 25%
6681,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Mann,Int. 75%
4158,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Frau,Median
3619,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Frau,Int. 25%
5684,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Frau,Int. 75%
9027,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Geschlecht - Total,Median
5569,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Geschlecht - Total,Int. 25%
13534,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Geschlecht - Total,Int. 75%
9828,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Mann,Median
5639,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Mann,Int. 25%
14939,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Mann,Int. 75%
6322,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Frau,Median
4157,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Frau,Int. 25%
12421,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Frau,Int. 75%
4906,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Median
4202,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Int. 25%
6017,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Int. 75%
5235,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Median
4400,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Int. 25%
6091,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Int. 75%
4501,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Median
3644,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Int. 25%
5417,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Int. 75%
3963,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Median
3258,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 25%
4850,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 75%
4239,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Median
3341,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 25%
5294,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 75%
3530,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Median
3218,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 25%
3963,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 75%
5854,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Median
4540,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
8195,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
6155,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Median
4875,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 25%
9031,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 75%
5095,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Median
4063,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 25%
7159,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 75%
8467,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Median
6067,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 25%
12571,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 75%
9079,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Median
6285,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 25%
13558,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 75%
7254,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Median
5458,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 25%
10606,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 75%
5644,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Median
4586,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 25%
