Value,Geschlecht,Arbeitskanton,Altersklasse,Quartal
572,Frau,Neuchâtel,35-39 Jahre,2013Q3
577,Frau,Neuchâtel,35-39 Jahre,2013Q4
584.8,Frau,Neuchâtel,35-39 Jahre,2014Q1
601.6,Frau,Neuchâtel,35-39 Jahre,2014Q2
604.4,Frau,Neuchâtel,35-39 Jahre,2014Q3
627.2,Frau,Neuchâtel,35-39 Jahre,2014Q4
625.8,Frau,Neuchâtel,35-39 Jahre,2015Q1
633,Frau,Neuchâtel,35-39 Jahre,2015Q2
639.9,Frau,Neuchâtel,35-39 Jahre,2015Q3
643.9,Frau,Neuchâtel,35-39 Jahre,2015Q4
652.2,Frau,Neuchâtel,35-39 Jahre,2016Q1
651.9,Frau,Neuchâtel,35-39 Jahre,2016Q2
651.5,Frau,Neuchâtel,35-39 Jahre,2016Q3
132.7,Frau,Neuchâtel,40-44 Jahre,1999Q1
128.5,Frau,Neuchâtel,40-44 Jahre,1999Q2
130.7,Frau,Neuchâtel,40-44 Jahre,1999Q3
135.5,Frau,Neuchâtel,40-44 Jahre,1999Q4
137.3,Frau,Neuchâtel,40-44 Jahre,2000Q1
138.4,Frau,Neuchâtel,40-44 Jahre,2000Q2
138.3,Frau,Neuchâtel,40-44 Jahre,2000Q3
148.4,Frau,Neuchâtel,40-44 Jahre,2000Q4
165.7,Frau,Neuchâtel,40-44 Jahre,2001Q1
176.7,Frau,Neuchâtel,40-44 Jahre,2001Q2
181.6,Frau,Neuchâtel,40-44 Jahre,2001Q3
178.6,Frau,Neuchâtel,40-44 Jahre,2001Q4
189.3,Frau,Neuchâtel,40-44 Jahre,2002Q1
187.4,Frau,Neuchâtel,40-44 Jahre,2002Q2
191,Frau,Neuchâtel,40-44 Jahre,2002Q3
194.2,Frau,Neuchâtel,40-44 Jahre,2002Q4
198.9,Frau,Neuchâtel,40-44 Jahre,2003Q1
192.1,Frau,Neuchâtel,40-44 Jahre,2003Q2
194,Frau,Neuchâtel,40-44 Jahre,2003Q3
199.9,Frau,Neuchâtel,40-44 Jahre,2003Q4
206.5,Frau,Neuchâtel,40-44 Jahre,2004Q1
211.3,Frau,Neuchâtel,40-44 Jahre,2004Q2
219.4,Frau,Neuchâtel,40-44 Jahre,2004Q3
230.9,Frau,Neuchâtel,40-44 Jahre,2004Q4
242.5,Frau,Neuchâtel,40-44 Jahre,2005Q1
254.3,Frau,Neuchâtel,40-44 Jahre,2005Q2
264.5,Frau,Neuchâtel,40-44 Jahre,2005Q3
276.6,Frau,Neuchâtel,40-44 Jahre,2005Q4
293,Frau,Neuchâtel,40-44 Jahre,2006Q1
312.3,Frau,Neuchâtel,40-44 Jahre,2006Q2
342.1,Frau,Neuchâtel,40-44 Jahre,2006Q3
373.7,Frau,Neuchâtel,40-44 Jahre,2006Q4
386.3,Frau,Neuchâtel,40-44 Jahre,2007Q1
398.8,Frau,Neuchâtel,40-44 Jahre,2007Q2
420.8,Frau,Neuchâtel,40-44 Jahre,2007Q3
451.8,Frau,Neuchâtel,40-44 Jahre,2007Q4
466.8,Frau,Neuchâtel,40-44 Jahre,2008Q1
462.9,Frau,Neuchâtel,40-44 Jahre,2008Q2
476.2,Frau,Neuchâtel,40-44 Jahre,2008Q3
460.2,Frau,Neuchâtel,40-44 Jahre,2008Q4
459.9,Frau,Neuchâtel,40-44 Jahre,2009Q1
467.1,Frau,Neuchâtel,40-44 Jahre,2009Q2
457.7,Frau,Neuchâtel,40-44 Jahre,2009Q3
465.7,Frau,Neuchâtel,40-44 Jahre,2009Q4
468.2,Frau,Neuchâtel,40-44 Jahre,2010Q1
486.2,Frau,Neuchâtel,40-44 Jahre,2010Q2
499.8,Frau,Neuchâtel,40-44 Jahre,2010Q3
501.1,Frau,Neuchâtel,40-44 Jahre,2010Q4
504.1,Frau,Neuchâtel,40-44 Jahre,2011Q1
524.1,Frau,Neuchâtel,40-44 Jahre,2011Q2
523.1,Frau,Neuchâtel,40-44 Jahre,2011Q3
529.1,Frau,Neuchâtel,40-44 Jahre,2011Q4
544.1,Frau,Neuchâtel,40-44 Jahre,2012Q1
565.1,Frau,Neuchâtel,40-44 Jahre,2012Q2
567.6,Frau,Neuchâtel,40-44 Jahre,2012Q3
560.6,Frau,Neuchâtel,40-44 Jahre,2012Q4
564.6,Frau,Neuchâtel,40-44 Jahre,2013Q1
573.6,Frau,Neuchâtel,40-44 Jahre,2013Q2
573.8,Frau,Neuchâtel,40-44 Jahre,2013Q3
572.8,Frau,Neuchâtel,40-44 Jahre,2013Q4
577.5,Frau,Neuchâtel,40-44 Jahre,2014Q1
585.9,Frau,Neuchâtel,40-44 Jahre,2014Q2
590.3,Frau,Neuchâtel,40-44 Jahre,2014Q3
589.1,Frau,Neuchâtel,40-44 Jahre,2014Q4
589.4,Frau,Neuchâtel,40-44 Jahre,2015Q1
579.3,Frau,Neuchâtel,40-44 Jahre,2015Q2
575.7,Frau,Neuchâtel,40-44 Jahre,2015Q3
569.6,Frau,Neuchâtel,40-44 Jahre,2015Q4
557.8,Frau,Neuchâtel,40-44 Jahre,2016Q1
549.1,Frau,Neuchâtel,40-44 Jahre,2016Q2
546.1,Frau,Neuchâtel,40-44 Jahre,2016Q3
129.1,Frau,Neuchâtel,45-49 Jahre,1999Q1
139.9,Frau,Neuchâtel,45-49 Jahre,1999Q2
135.9,Frau,Neuchâtel,45-49 Jahre,1999Q3
133.9,Frau,Neuchâtel,45-49 Jahre,1999Q4
136.8,Frau,Neuchâtel,45-49 Jahre,2000Q1
138.8,Frau,Neuchâtel,45-49 Jahre,2000Q2
148.6,Frau,Neuchâtel,45-49 Jahre,2000Q3
144.6,Frau,Neuchâtel,45-49 Jahre,2000Q4
150.6,Frau,Neuchâtel,45-49 Jahre,2001Q1
155.6,Frau,Neuchâtel,45-49 Jahre,2001Q2
168.3,Frau,Neuchâtel,45-49 Jahre,2001Q3
163.4,Frau,Neuchâtel,45-49 Jahre,2001Q4
161.4,Frau,Neuchâtel,45-49 Jahre,2002Q1
166,Frau,Neuchâtel,45-49 Jahre,2002Q2
175.7,Frau,Neuchâtel,45-49 Jahre,2002Q3
175.3,Frau,Neuchâtel,45-49 Jahre,2002Q4
172.4,Frau,Neuchâtel,45-49 Jahre,2003Q1
184,Frau,Neuchâtel,45-49 Jahre,2003Q2
184.1,Frau,Neuchâtel,45-49 Jahre,2003Q3
184,Frau,Neuchâtel,45-49 Jahre,2003Q4
181.4,Frau,Neuchâtel,45-49 Jahre,2004Q1
178.3,Frau,Neuchâtel,45-49 Jahre,2004Q2
183.4,Frau,Neuchâtel,45-49 Jahre,2004Q3
188.4,Frau,Neuchâtel,45-49 Jahre,2004Q4
188.9,Frau,Neuchâtel,45-49 Jahre,2005Q1
188.7,Frau,Neuchâtel,45-49 Jahre,2005Q2
191.9,Frau,Neuchâtel,45-49 Jahre,2005Q3
203.5,Frau,Neuchâtel,45-49 Jahre,2005Q4
210.4,Frau,Neuchâtel,45-49 Jahre,2006Q1
232.8,Frau,Neuchâtel,45-49 Jahre,2006Q2
236.3,Frau,Neuchâtel,45-49 Jahre,2006Q3
241.7,Frau,Neuchâtel,45-49 Jahre,2006Q4
257.9,Frau,Neuchâtel,45-49 Jahre,2007Q1
266.3,Frau,Neuchâtel,45-49 Jahre,2007Q2
287.1,Frau,Neuchâtel,45-49 Jahre,2007Q3
285.2,Frau,Neuchâtel,45-49 Jahre,2007Q4
303.2,Frau,Neuchâtel,45-49 Jahre,2008Q1
303.4,Frau,Neuchâtel,45-49 Jahre,2008Q2
313.4,Frau,Neuchâtel,45-49 Jahre,2008Q3
301.6,Frau,Neuchâtel,45-49 Jahre,2008Q4
307.8,Frau,Neuchâtel,45-49 Jahre,2009Q1
312.1,Frau,Neuchâtel,45-49 Jahre,2009Q2
306,Frau,Neuchâtel,45-49 Jahre,2009Q3
313.5,Frau,Neuchâtel,45-49 Jahre,2009Q4
322.1,Frau,Neuchâtel,45-49 Jahre,2010Q1
343,Frau,Neuchâtel,45-49 Jahre,2010Q2
356.6,Frau,Neuchâtel,45-49 Jahre,2010Q3
374,Frau,Neuchâtel,45-49 Jahre,2010Q4
383,Frau,Neuchâtel,45-49 Jahre,2011Q1
395.6,Frau,Neuchâtel,45-49 Jahre,2011Q2
432.6,Frau,Neuchâtel,45-49 Jahre,2011Q3
453.6,Frau,Neuchâtel,45-49 Jahre,2011Q4
461.5,Frau,Neuchâtel,45-49 Jahre,2012Q1
472,Frau,Neuchâtel,45-49 Jahre,2012Q2
479,Frau,Neuchâtel,45-49 Jahre,2012Q3
496,Frau,Neuchâtel,45-49 Jahre,2012Q4
498.6,Frau,Neuchâtel,45-49 Jahre,2013Q1
503.6,Frau,Neuchâtel,45-49 Jahre,2013Q2
526.6,Frau,Neuchâtel,45-49 Jahre,2013Q3
531.2,Frau,Neuchâtel,45-49 Jahre,2013Q4
537.4,Frau,Neuchâtel,45-49 Jahre,2014Q1
543.7,Frau,Neuchâtel,45-49 Jahre,2014Q2
546.9,Frau,Neuchâtel,45-49 Jahre,2014Q3
557.7,Frau,Neuchâtel,45-49 Jahre,2014Q4
552.8,Frau,Neuchâtel,45-49 Jahre,2015Q1
564.7,Frau,Neuchâtel,45-49 Jahre,2015Q2
566.1,Frau,Neuchâtel,45-49 Jahre,2015Q3
569.5,Frau,Neuchâtel,45-49 Jahre,2015Q4
566.1,Frau,Neuchâtel,45-49 Jahre,2016Q1
578.7,Frau,Neuchâtel,45-49 Jahre,2016Q2
563.3,Frau,Neuchâtel,45-49 Jahre,2016Q3
90.8,Frau,Neuchâtel,50-54 Jahre,1999Q1
93.7,Frau,Neuchâtel,50-54 Jahre,1999Q2
96.6,Frau,Neuchâtel,50-54 Jahre,1999Q3
99.5,Frau,Neuchâtel,50-54 Jahre,1999Q4
94.7,Frau,Neuchâtel,50-54 Jahre,2000Q1
96.6,Frau,Neuchâtel,50-54 Jahre,2000Q2
101.4,Frau,Neuchâtel,50-54 Jahre,2000Q3
114.1,Frau,Neuchâtel,50-54 Jahre,2000Q4
118,Frau,Neuchâtel,50-54 Jahre,2001Q1
120.1,Frau,Neuchâtel,50-54 Jahre,2001Q2
128.8,Frau,Neuchâtel,50-54 Jahre,2001Q3
130.9,Frau,Neuchâtel,50-54 Jahre,2001Q4
127.8,Frau,Neuchâtel,50-54 Jahre,2002Q1
130.8,Frau,Neuchâtel,50-54 Jahre,2002Q2
137.6,Frau,Neuchâtel,50-54 Jahre,2002Q3
139.4,Frau,Neuchâtel,50-54 Jahre,2002Q4
148.2,Frau,Neuchâtel,50-54 Jahre,2003Q1
154.1,Frau,Neuchâtel,50-54 Jahre,2003Q2
155.9,Frau,Neuchâtel,50-54 Jahre,2003Q3
157.8,Frau,Neuchâtel,50-54 Jahre,2003Q4
157.8,Frau,Neuchâtel,50-54 Jahre,2004Q1
169.3,Frau,Neuchâtel,50-54 Jahre,2004Q2
170.4,Frau,Neuchâtel,50-54 Jahre,2004Q3
172.3,Frau,Neuchâtel,50-54 Jahre,2004Q4
174.6,Frau,Neuchâtel,50-54 Jahre,2005Q1
172.3,Frau,Neuchâtel,50-54 Jahre,2005Q2
171,Frau,Neuchâtel,50-54 Jahre,2005Q3
169.1,Frau,Neuchâtel,50-54 Jahre,2005Q4
175.2,Frau,Neuchâtel,50-54 Jahre,2006Q1
182.3,Frau,Neuchâtel,50-54 Jahre,2006Q2
197.8,Frau,Neuchâtel,50-54 Jahre,2006Q3
199.6,Frau,Neuchâtel,50-54 Jahre,2006Q4
203.4,Frau,Neuchâtel,50-54 Jahre,2007Q1
211.4,Frau,Neuchâtel,50-54 Jahre,2007Q2
224.2,Frau,Neuchâtel,50-54 Jahre,2007Q3
236,Frau,Neuchâtel,50-54 Jahre,2007Q4
228.1,Frau,Neuchâtel,50-54 Jahre,2008Q1
228.8,Frau,Neuchâtel,50-54 Jahre,2008Q2
234,Frau,Neuchâtel,50-54 Jahre,2008Q3
222.6,Frau,Neuchâtel,50-54 Jahre,2008Q4
226.1,Frau,Neuchâtel,50-54 Jahre,2009Q1
224.4,Frau,Neuchâtel,50-54 Jahre,2009Q2
221.6,Frau,Neuchâtel,50-54 Jahre,2009Q3
221.8,Frau,Neuchâtel,50-54 Jahre,2009Q4
223.6,Frau,Neuchâtel,50-54 Jahre,2010Q1
227.4,Frau,Neuchâtel,50-54 Jahre,2010Q2
233.6,Frau,Neuchâtel,50-54 Jahre,2010Q3
243,Frau,Neuchâtel,50-54 Jahre,2010Q4
257,Frau,Neuchâtel,50-54 Jahre,2011Q1
270,Frau,Neuchâtel,50-54 Jahre,2011Q2
275,Frau,Neuchâtel,50-54 Jahre,2011Q3
274,Frau,Neuchâtel,50-54 Jahre,2011Q4
294,Frau,Neuchâtel,50-54 Jahre,2012Q1
293,Frau,Neuchâtel,50-54 Jahre,2012Q2
315,Frau,Neuchâtel,50-54 Jahre,2012Q3
316,Frau,Neuchâtel,50-54 Jahre,2012Q4
325,Frau,Neuchâtel,50-54 Jahre,2013Q1
332,Frau,Neuchâtel,50-54 Jahre,2013Q2
340,Frau,Neuchâtel,50-54 Jahre,2013Q3
341,Frau,Neuchâtel,50-54 Jahre,2013Q4
356.3,Frau,Neuchâtel,50-54 Jahre,2014Q1
372,Frau,Neuchâtel,50-54 Jahre,2014Q2
372.4,Frau,Neuchâtel,50-54 Jahre,2014Q3
376.6,Frau,Neuchâtel,50-54 Jahre,2014Q4
379.1,Frau,Neuchâtel,50-54 Jahre,2015Q1
391.3,Frau,Neuchâtel,50-54 Jahre,2015Q2
392.2,Frau,Neuchâtel,50-54 Jahre,2015Q3
398.4,Frau,Neuchâtel,50-54 Jahre,2015Q4
398.1,Frau,Neuchâtel,50-54 Jahre,2016Q1
401,Frau,Neuchâtel,50-54 Jahre,2016Q2
416.4,Frau,Neuchâtel,50-54 Jahre,2016Q3
31.3,Frau,Neuchâtel,55-59 Jahre,1999Q1
31.2,Frau,Neuchâtel,55-59 Jahre,1999Q2
33.2,Frau,Neuchâtel,55-59 Jahre,1999Q3
32.2,Frau,Neuchâtel,55-59 Jahre,1999Q4
34.2,Frau,Neuchâtel,55-59 Jahre,2000Q1
37.2,Frau,Neuchâtel,55-59 Jahre,2000Q2
41.1,Frau,Neuchâtel,55-59 Jahre,2000Q3
39.1,Frau,Neuchâtel,55-59 Jahre,2000Q4
46.9,Frau,Neuchâtel,55-59 Jahre,2001Q1
50.8,Frau,Neuchâtel,55-59 Jahre,2001Q2
50.8,Frau,Neuchâtel,55-59 Jahre,2001Q3
48.8,Frau,Neuchâtel,55-59 Jahre,2001Q4
55.6,Frau,Neuchâtel,55-59 Jahre,2002Q1
59.5,Frau,Neuchâtel,55-59 Jahre,2002Q2
64.2,Frau,Neuchâtel,55-59 Jahre,2002Q3
64.2,Frau,Neuchâtel,55-59 Jahre,2002Q4
68.2,Frau,Neuchâtel,55-59 Jahre,2003Q1
71.1,Frau,Neuchâtel,55-59 Jahre,2003Q2
74.9,Frau,Neuchâtel,55-59 Jahre,2003Q3
74.9,Frau,Neuchâtel,55-59 Jahre,2003Q4
78.8,Frau,Neuchâtel,55-59 Jahre,2004Q1
84.1,Frau,Neuchâtel,55-59 Jahre,2004Q2
89.5,Frau,Neuchâtel,55-59 Jahre,2004Q3
95.6,Frau,Neuchâtel,55-59 Jahre,2004Q4
95.4,Frau,Neuchâtel,55-59 Jahre,2005Q1
101,Frau,Neuchâtel,55-59 Jahre,2005Q2
101.4,Frau,Neuchâtel,55-59 Jahre,2005Q3
109.9,Frau,Neuchâtel,55-59 Jahre,2005Q4
110,Frau,Neuchâtel,55-59 Jahre,2006Q1
115.7,Frau,Neuchâtel,55-59 Jahre,2006Q2
118.9,Frau,Neuchâtel,55-59 Jahre,2006Q3
127.9,Frau,Neuchâtel,55-59 Jahre,2006Q4
127.6,Frau,Neuchâtel,55-59 Jahre,2007Q1
130.5,Frau,Neuchâtel,55-59 Jahre,2007Q2
130.8,Frau,Neuchâtel,55-59 Jahre,2007Q3
134.3,Frau,Neuchâtel,55-59 Jahre,2007Q4
139.8,Frau,Neuchâtel,55-59 Jahre,2008Q1
135.4,Frau,Neuchâtel,55-59 Jahre,2008Q2
140.9,Frau,Neuchâtel,55-59 Jahre,2008Q3
138.9,Frau,Neuchâtel,55-59 Jahre,2008Q4
137.7,Frau,Neuchâtel,55-59 Jahre,2009Q1
146.7,Frau,Neuchâtel,55-59 Jahre,2009Q2
140.7,Frau,Neuchâtel,55-59 Jahre,2009Q3
141.7,Frau,Neuchâtel,55-59 Jahre,2009Q4
144.9,Frau,Neuchâtel,55-59 Jahre,2010Q1
147.2,Frau,Neuchâtel,55-59 Jahre,2010Q2
153.8,Frau,Neuchâtel,55-59 Jahre,2010Q3
147,Frau,Neuchâtel,55-59 Jahre,2010Q4
151,Frau,Neuchâtel,55-59 Jahre,2011Q1
158,Frau,Neuchâtel,55-59 Jahre,2011Q2
169,Frau,Neuchâtel,55-59 Jahre,2011Q3
172,Frau,Neuchâtel,55-59 Jahre,2011Q4
181,Frau,Neuchâtel,55-59 Jahre,2012Q1
191,Frau,Neuchâtel,55-59 Jahre,2012Q2
201,Frau,Neuchâtel,55-59 Jahre,2012Q3
203,Frau,Neuchâtel,55-59 Jahre,2012Q4
202,Frau,Neuchâtel,55-59 Jahre,2013Q1
210,Frau,Neuchâtel,55-59 Jahre,2013Q2
216,Frau,Neuchâtel,55-59 Jahre,2013Q3
216,Frau,Neuchâtel,55-59 Jahre,2013Q4
212.6,Frau,Neuchâtel,55-59 Jahre,2014Q1
216.7,Frau,Neuchâtel,55-59 Jahre,2014Q2
217,Frau,Neuchâtel,55-59 Jahre,2014Q3
218.2,Frau,Neuchâtel,55-59 Jahre,2014Q4
225.4,Frau,Neuchâtel,55-59 Jahre,2015Q1
223.8,Frau,Neuchâtel,55-59 Jahre,2015Q2
225,Frau,Neuchâtel,55-59 Jahre,2015Q3
232.5,Frau,Neuchâtel,55-59 Jahre,2015Q4
233.5,Frau,Neuchâtel,55-59 Jahre,2016Q1
250.3,Frau,Neuchâtel,55-59 Jahre,2016Q2
250.3,Frau,Neuchâtel,55-59 Jahre,2016Q3
9.6,Frau,Neuchâtel,60 Jahre und mehr,1999Q1
8.6,Frau,Neuchâtel,60 Jahre und mehr,1999Q2
8.6,Frau,Neuchâtel,60 Jahre und mehr,1999Q3
6.7,Frau,Neuchâtel,60 Jahre und mehr,1999Q4
7.5,Frau,Neuchâtel,60 Jahre und mehr,2000Q1
7.6,Frau,Neuchâtel,60 Jahre und mehr,2000Q2
7.6,Frau,Neuchâtel,60 Jahre und mehr,2000Q3
9.5,Frau,Neuchâtel,60 Jahre und mehr,2000Q4
7.6,Frau,Neuchâtel,60 Jahre und mehr,2001Q1
5.7,Frau,Neuchâtel,60 Jahre und mehr,2001Q2
8.5,Frau,Neuchâtel,60 Jahre und mehr,2001Q3
10.5,Frau,Neuchâtel,60 Jahre und mehr,2001Q4
9.5,Frau,Neuchâtel,60 Jahre und mehr,2002Q1
10.5,Frau,Neuchâtel,60 Jahre und mehr,2002Q2
9.5,Frau,Neuchâtel,60 Jahre und mehr,2002Q3
10.5,Frau,Neuchâtel,60 Jahre und mehr,2002Q4
9.5,Frau,Neuchâtel,60 Jahre und mehr,2003Q1
9.5,Frau,Neuchâtel,60 Jahre und mehr,2003Q2
10.4,Frau,Neuchâtel,60 Jahre und mehr,2003Q3
13.2,Frau,Neuchâtel,60 Jahre und mehr,2003Q4
14.2,Frau,Neuchâtel,60 Jahre und mehr,2004Q1
15.3,Frau,Neuchâtel,60 Jahre und mehr,2004Q2
16.7,Frau,Neuchâtel,60 Jahre und mehr,2004Q3
18.3,Frau,Neuchâtel,60 Jahre und mehr,2004Q4
23.6,Frau,Neuchâtel,60 Jahre und mehr,2005Q1
25.6,Frau,Neuchâtel,60 Jahre und mehr,2005Q2
30.9,Frau,Neuchâtel,60 Jahre und mehr,2005Q3
29.8,Frau,Neuchâtel,60 Jahre und mehr,2005Q4
35.8,Frau,Neuchâtel,60 Jahre und mehr,2006Q1
38.5,Frau,Neuchâtel,60 Jahre und mehr,2006Q2
41,Frau,Neuchâtel,60 Jahre und mehr,2006Q3
43,Frau,Neuchâtel,60 Jahre und mehr,2006Q4
44.7,Frau,Neuchâtel,60 Jahre und mehr,2007Q1
46.8,Frau,Neuchâtel,60 Jahre und mehr,2007Q2
48.7,Frau,Neuchâtel,60 Jahre und mehr,2007Q3
48.5,Frau,Neuchâtel,60 Jahre und mehr,2007Q4
43.7,Frau,Neuchâtel,60 Jahre und mehr,2008Q1
32.4,Frau,Neuchâtel,60 Jahre und mehr,2008Q2
33,Frau,Neuchâtel,60 Jahre und mehr,2008Q3
28.9,Frau,Neuchâtel,60 Jahre und mehr,2008Q4
29.8,Frau,Neuchâtel,60 Jahre und mehr,2009Q1
28.7,Frau,Neuchâtel,60 Jahre und mehr,2009Q2
30.5,Frau,Neuchâtel,60 Jahre und mehr,2009Q3
33.9,Frau,Neuchâtel,60 Jahre und mehr,2009Q4
36.5,Frau,Neuchâtel,60 Jahre und mehr,2010Q1
41.1,Frau,Neuchâtel,60 Jahre und mehr,2010Q2
42,Frau,Neuchâtel,60 Jahre und mehr,2010Q3
39.4,Frau,Neuchâtel,60 Jahre und mehr,2010Q4
40,Frau,Neuchâtel,60 Jahre und mehr,2011Q1
42.6,Frau,Neuchâtel,60 Jahre und mehr,2011Q2
45.6,Frau,Neuchâtel,60 Jahre und mehr,2011Q3
52.7,Frau,Neuchâtel,60 Jahre und mehr,2011Q4
51.3,Frau,Neuchâtel,60 Jahre und mehr,2012Q1
51.2,Frau,Neuchâtel,60 Jahre und mehr,2012Q2
51.6,Frau,Neuchâtel,60 Jahre und mehr,2012Q3
51.5,Frau,Neuchâtel,60 Jahre und mehr,2012Q4
51.4,Frau,Neuchâtel,60 Jahre und mehr,2013Q1
58.9,Frau,Neuchâtel,60 Jahre und mehr,2013Q2
63.4,Frau,Neuchâtel,60 Jahre und mehr,2013Q3
59.7,Frau,Neuchâtel,60 Jahre und mehr,2013Q4
69.7,Frau,Neuchâtel,60 Jahre und mehr,2014Q1
81.6,Frau,Neuchâtel,60 Jahre und mehr,2014Q2
83,Frau,Neuchâtel,60 Jahre und mehr,2014Q3
84.4,Frau,Neuchâtel,60 Jahre und mehr,2014Q4
87.8,Frau,Neuchâtel,60 Jahre und mehr,2015Q1
93,Frau,Neuchâtel,60 Jahre und mehr,2015Q2
99,Frau,Neuchâtel,60 Jahre und mehr,2015Q3
104.3,Frau,Neuchâtel,60 Jahre und mehr,2015Q4
107.9,Frau,Neuchâtel,60 Jahre und mehr,2016Q1
110.7,Frau,Neuchâtel,60 Jahre und mehr,2016Q2
114.9,Frau,Neuchâtel,60 Jahre und mehr,2016Q3
9560,Frau,Genève,Altersklasse - Total,1999Q1
9632.6,Frau,Genève,Altersklasse - Total,1999Q2
9677.1,Frau,Genève,Altersklasse - Total,1999Q3
9785.2,Frau,Genève,Altersklasse - Total,1999Q4
9870,Frau,Genève,Altersklasse - Total,2000Q1
9972.5,Frau,Genève,Altersklasse - Total,2000Q2
10081.2,Frau,Genève,Altersklasse - Total,2000Q3
10236.3,Frau,Genève,Altersklasse - Total,2000Q4
10448.3,Frau,Genève,Altersklasse - Total,2001Q1
10746.7,Frau,Genève,Altersklasse - Total,2001Q2
10811.3,Frau,Genève,Altersklasse - Total,2001Q3
11042.1,Frau,Genève,Altersklasse - Total,2001Q4
11179.1,Frau,Genève,Altersklasse - Total,2002Q1
11322.2,Frau,Genève,Altersklasse - Total,2002Q2
11391.2,Frau,Genève,Altersklasse - Total,2002Q3
11833.2,Frau,Genève,Altersklasse - Total,2002Q4
12450.2,Frau,Genève,Altersklasse - Total,2003Q1
12820.1,Frau,Genève,Altersklasse - Total,2003Q2
13154.8,Frau,Genève,Altersklasse - Total,2003Q3
13436.7,Frau,Genève,Altersklasse - Total,2003Q4
13643.2,Frau,Genève,Altersklasse - Total,2004Q1
14288,Frau,Genève,Altersklasse - Total,2004Q2
14754.8,Frau,Genève,Altersklasse - Total,2004Q3
15222,Frau,Genève,Altersklasse - Total,2004Q4
15721.6,Frau,Genève,Altersklasse - Total,2005Q1
16068,Frau,Genève,Altersklasse - Total,2005Q2
16303.8,Frau,Genève,Altersklasse - Total,2005Q3
16736,Frau,Genève,Altersklasse - Total,2005Q4
17407.6,Frau,Genève,Altersklasse - Total,2006Q1
17683.2,Frau,Genève,Altersklasse - Total,2006Q2
18274.2,Frau,Genève,Altersklasse - Total,2006Q3
18737.7,Frau,Genève,Altersklasse - Total,2006Q4
19179.9,Frau,Genève,Altersklasse - Total,2007Q1
19875.9,Frau,Genève,Altersklasse - Total,2007Q2
19891.1,Frau,Genève,Altersklasse - Total,2007Q3
20342.3,Frau,Genève,Altersklasse - Total,2007Q4
20676.6,Frau,Genève,Altersklasse - Total,2008Q1
21076.6,Frau,Genève,Altersklasse - Total,2008Q2
21103.2,Frau,Genève,Altersklasse - Total,2008Q3
21495.5,Frau,Genève,Altersklasse - Total,2008Q4
21767.5,Frau,Genève,Altersklasse - Total,2009Q1
21991.3,Frau,Genève,Altersklasse - Total,2009Q2
21791.1,Frau,Genève,Altersklasse - Total,2009Q3
22181.8,Frau,Genève,Altersklasse - Total,2009Q4
22447.3,Frau,Genève,Altersklasse - Total,2010Q1
22853.4,Frau,Genève,Altersklasse - Total,2010Q2
23102,Frau,Genève,Altersklasse - Total,2010Q3
23465.7,Frau,Genève,Altersklasse - Total,2010Q4
24178.6,Frau,Genève,Altersklasse - Total,2011Q1
24478.8,Frau,Genève,Altersklasse - Total,2011Q2
24818,Frau,Genève,Altersklasse - Total,2011Q3
25150.5,Frau,Genève,Altersklasse - Total,2011Q4
26064.8,Frau,Genève,Altersklasse - Total,2012Q1
26011.5,Frau,Genève,Altersklasse - Total,2012Q2
26126.9,Frau,Genève,Altersklasse - Total,2012Q3
26940.8,Frau,Genève,Altersklasse - Total,2012Q4
27344.7,Frau,Genève,Altersklasse - Total,2013Q1
27852.2,Frau,Genève,Altersklasse - Total,2013Q2
27955.8,Frau,Genève,Altersklasse - Total,2013Q3
28054.8,Frau,Genève,Altersklasse - Total,2013Q4
28710.4,Frau,Genève,Altersklasse - Total,2014Q1
28929.5,Frau,Genève,Altersklasse - Total,2014Q2
28883.5,Frau,Genève,Altersklasse - Total,2014Q3
29631.6,Frau,Genève,Altersklasse - Total,2014Q4
29920,Frau,Genève,Altersklasse - Total,2015Q1
30630.5,Frau,Genève,Altersklasse - Total,2015Q2
30687.6,Frau,Genève,Altersklasse - Total,2015Q3
31669.3,Frau,Genève,Altersklasse - Total,2015Q4
32266.2,Frau,Genève,Altersklasse - Total,2016Q1
32634.2,Frau,Genève,Altersklasse - Total,2016Q2
33131.8,Frau,Genève,Altersklasse - Total,2016Q3
5.6,Frau,Genève,15-19 Jahre,1999Q1
6.5,Frau,Genève,15-19 Jahre,1999Q2
4.7,Frau,Genève,15-19 Jahre,1999Q3
4.6,Frau,Genève,15-19 Jahre,1999Q4
6.4,Frau,Genève,15-19 Jahre,2000Q1
4.6,Frau,Genève,15-19 Jahre,2000Q2
6.4,Frau,Genève,15-19 Jahre,2000Q3
11.1,Frau,Genève,15-19 Jahre,2000Q4
13.9,Frau,Genève,15-19 Jahre,2001Q1
20.1,Frau,Genève,15-19 Jahre,2001Q2
12.9,Frau,Genève,15-19 Jahre,2001Q3
21.4,Frau,Genève,15-19 Jahre,2001Q4
24,Frau,Genève,15-19 Jahre,2002Q1
19.6,Frau,Genève,15-19 Jahre,2002Q2
16.8,Frau,Genève,15-19 Jahre,2002Q3
19.7,Frau,Genève,15-19 Jahre,2002Q4
28.1,Frau,Genève,15-19 Jahre,2003Q1
29.9,Frau,Genève,15-19 Jahre,2003Q2
