Wert,Jahr,Grossregion,Nettolohnhöhenklasse,Beschäftigungsgrad,Geschlecht
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",13001-14000 Franken,Teilzeit (<90%),Frau
0.5,2008,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.7,2008,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Beschäftigungsgrad - Total,Frau
0.7,2008,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.8,2008,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Vollzeit (>=90%),Mann
0.3,2008,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",14001-15000 Franken,Teilzeit (<90%),Frau
0.3,2008,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2008,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Beschäftigungsgrad - Total,Frau
0.5,2008,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.6,2008,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Vollzeit (>=90%),Mann
0.2,2008,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",15001-16000 Franken,Teilzeit (<90%),Frau
0.2,2008,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.4,2008,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Beschäftigungsgrad - Total,Frau
0.4,2008,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.4,2008,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Vollzeit (>=90%),Mann
0.1,2008,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",16001-17000 Franken,Teilzeit (<90%),Frau
0.2,2008,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2008,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2008,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Vollzeit (>=90%),Mann
0.1,2008,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",17001-18000 Franken,Teilzeit (<90%),Frau
0.1,2008,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2008,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.2,2008,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Vollzeit (>=90%),Mann
0.1,2008,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",18001-19000 Franken,Teilzeit (<90%),Frau
0.1,2008,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2008,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.2,2008,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",19001-20000 Franken,Teilzeit (<90%),Frau
0.7,2008,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.2,2008,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Beschäftigungsgrad - Total,Frau
1,2008,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Vollzeit (>=90%),Geschlecht - Total
1.3,2008,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Vollzeit (>=90%),Mann
0.3,2008,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Teilzeit (<90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",20001+ Franken,Teilzeit (<90%),Frau
6.6,2008,Zürich (ZH),0-  1000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.1,2008,Zürich (ZH),0-  1000 Franken,Beschäftigungsgrad - Total,Mann
11,2008,Zürich (ZH),0-  1000 Franken,Beschäftigungsgrad - Total,Frau
"""......""",2008,Zürich (ZH),0-  1000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2008,Zürich (ZH),0-  1000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,Zürich (ZH),0-  1000 Franken,Vollzeit (>=90%),Frau
21.4,2008,Zürich (ZH),0-  1000 Franken,Teilzeit (<90%),Geschlecht - Total
23.5,2008,Zürich (ZH),0-  1000 Franken,Teilzeit (<90%),Mann
20.8,2008,Zürich (ZH),0-  1000 Franken,Teilzeit (<90%),Frau
6.5,2008,Zürich (ZH),1001-  2000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.4,2008,Zürich (ZH),1001-  2000 Franken,Beschäftigungsgrad - Total,Mann
11.5,2008,Zürich (ZH),1001-  2000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,Zürich (ZH),1001-  2000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,Zürich (ZH),1001-  2000 Franken,Vollzeit (>=90%),Mann
0.4,2008,Zürich (ZH),1001-  2000 Franken,Vollzeit (>=90%),Frau
20.6,2008,Zürich (ZH),1001-  2000 Franken,Teilzeit (<90%),Geschlecht - Total
17.7,2008,Zürich (ZH),1001-  2000 Franken,Teilzeit (<90%),Mann
21.5,2008,Zürich (ZH),1001-  2000 Franken,Teilzeit (<90%),Frau
7.5,2008,Zürich (ZH),2001-  3000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.5,2008,Zürich (ZH),2001-  3000 Franken,Beschäftigungsgrad - Total,Mann
13.5,2008,Zürich (ZH),2001-  3000 Franken,Beschäftigungsgrad - Total,Frau
1.4,2008,Zürich (ZH),2001-  3000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.7,2008,Zürich (ZH),2001-  3000 Franken,Vollzeit (>=90%),Mann
2.9,2008,Zürich (ZH),2001-  3000 Franken,Vollzeit (>=90%),Frau
21,2008,Zürich (ZH),2001-  3000 Franken,Teilzeit (<90%),Geschlecht - Total
14.4,2008,Zürich (ZH),2001-  3000 Franken,Teilzeit (<90%),Mann
23,2008,Zürich (ZH),2001-  3000 Franken,Teilzeit (<90%),Frau
13.2,2008,Zürich (ZH),3001-  4000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
7.8,2008,Zürich (ZH),3001-  4000 Franken,Beschäftigungsgrad - Total,Mann
19.8,2008,Zürich (ZH),3001-  4000 Franken,Beschäftigungsgrad - Total,Frau
12,2008,Zürich (ZH),3001-  4000 Franken,Vollzeit (>=90%),Geschlecht - Total
7,2008,Zürich (ZH),3001-  4000 Franken,Vollzeit (>=90%),Mann
23.4,2008,Zürich (ZH),3001-  4000 Franken,Vollzeit (>=90%),Frau
15.7,2008,Zürich (ZH),3001-  4000 Franken,Teilzeit (<90%),Geschlecht - Total
13,2008,Zürich (ZH),3001-  4000 Franken,Teilzeit (<90%),Mann
16.5,2008,Zürich (ZH),3001-  4000 Franken,Teilzeit (<90%),Frau
16.8,2008,Zürich (ZH),4001-  5000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
17,2008,Zürich (ZH),4001-  5000 Franken,Beschäftigungsgrad - Total,Mann
16.5,2008,Zürich (ZH),4001-  5000 Franken,Beschäftigungsgrad - Total,Frau
20.2,2008,Zürich (ZH),4001-  5000 Franken,Vollzeit (>=90%),Geschlecht - Total
18,2008,Zürich (ZH),4001-  5000 Franken,Vollzeit (>=90%),Mann
25.1,2008,Zürich (ZH),4001-  5000 Franken,Vollzeit (>=90%),Frau
9.1,2008,Zürich (ZH),4001-  5000 Franken,Teilzeit (<90%),Geschlecht - Total
10.3,2008,Zürich (ZH),4001-  5000 Franken,Teilzeit (<90%),Mann
8.7,2008,Zürich (ZH),4001-  5000 Franken,Teilzeit (<90%),Frau
14.3,2008,Zürich (ZH),5001-  6000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
17.4,2008,Zürich (ZH),5001-  6000 Franken,Beschäftigungsgrad - Total,Mann
10.6,2008,Zürich (ZH),5001-  6000 Franken,Beschäftigungsgrad - Total,Frau
18.3,2008,Zürich (ZH),5001-  6000 Franken,Vollzeit (>=90%),Geschlecht - Total
18.8,2008,Zürich (ZH),5001-  6000 Franken,Vollzeit (>=90%),Mann
17.1,2008,Zürich (ZH),5001-  6000 Franken,Vollzeit (>=90%),Frau
5.6,2008,Zürich (ZH),5001-  6000 Franken,Teilzeit (<90%),Geschlecht - Total
7.8,2008,Zürich (ZH),5001-  6000 Franken,Teilzeit (<90%),Mann
4.9,2008,Zürich (ZH),5001-  6000 Franken,Teilzeit (<90%),Frau
10,2008,Zürich (ZH),6001-  7000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
12.6,2008,Zürich (ZH),6001-  7000 Franken,Beschäftigungsgrad - Total,Mann
6.7,2008,Zürich (ZH),6001-  7000 Franken,Beschäftigungsgrad - Total,Frau
13.2,2008,Zürich (ZH),6001-  7000 Franken,Vollzeit (>=90%),Geschlecht - Total
13.8,2008,Zürich (ZH),6001-  7000 Franken,Vollzeit (>=90%),Mann
11.8,2008,Zürich (ZH),6001-  7000 Franken,Vollzeit (>=90%),Frau
2.9,2008,Zürich (ZH),6001-  7000 Franken,Teilzeit (<90%),Geschlecht - Total
5.1,2008,Zürich (ZH),6001-  7000 Franken,Teilzeit (<90%),Mann
2.2,2008,Zürich (ZH),6001-  7000 Franken,Teilzeit (<90%),Frau
6.7,2008,Zürich (ZH),7001-  8000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
9.2,2008,Zürich (ZH),7001-  8000 Franken,Beschäftigungsgrad - Total,Mann
3.7,2008,Zürich (ZH),7001-  8000 Franken,Beschäftigungsgrad - Total,Frau
9.1,2008,Zürich (ZH),7001-  8000 Franken,Vollzeit (>=90%),Geschlecht - Total
10.1,2008,Zürich (ZH),7001-  8000 Franken,Vollzeit (>=90%),Mann
6.8,2008,Zürich (ZH),7001-  8000 Franken,Vollzeit (>=90%),Frau
1.4,2008,Zürich (ZH),7001-  8000 Franken,Teilzeit (<90%),Geschlecht - Total
3.2,2008,Zürich (ZH),7001-  8000 Franken,Teilzeit (<90%),Mann
0.9,2008,Zürich (ZH),7001-  8000 Franken,Teilzeit (<90%),Frau
4.7,2008,Zürich (ZH),8001-  9000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
6.8,2008,Zürich (ZH),8001-  9000 Franken,Beschäftigungsgrad - Total,Mann
2.1,2008,Zürich (ZH),8001-  9000 Franken,Beschäftigungsgrad - Total,Frau
6.5,2008,Zürich (ZH),8001-  9000 Franken,Vollzeit (>=90%),Geschlecht - Total
7.6,2008,Zürich (ZH),8001-  9000 Franken,Vollzeit (>=90%),Mann
4,2008,Zürich (ZH),8001-  9000 Franken,Vollzeit (>=90%),Frau
0.7,2008,Zürich (ZH),8001-  9000 Franken,Teilzeit (<90%),Geschlecht - Total
1.6,2008,Zürich (ZH),8001-  9000 Franken,Teilzeit (<90%),Mann
0.4,2008,Zürich (ZH),8001-  9000 Franken,Teilzeit (<90%),Frau
3.3,2008,Zürich (ZH),9001-10000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
4.9,2008,Zürich (ZH),9001-10000 Franken,Beschäftigungsgrad - Total,Mann
1.3,2008,Zürich (ZH),9001-10000 Franken,Beschäftigungsgrad - Total,Frau
4.6,2008,Zürich (ZH),9001-10000 Franken,Vollzeit (>=90%),Geschlecht - Total
5.5,2008,Zürich (ZH),9001-10000 Franken,Vollzeit (>=90%),Mann
2.6,2008,Zürich (ZH),9001-10000 Franken,Vollzeit (>=90%),Frau
0.3,2008,Zürich (ZH),9001-10000 Franken,Teilzeit (<90%),Geschlecht - Total
0.8,2008,Zürich (ZH),9001-10000 Franken,Teilzeit (<90%),Mann
0.1,2008,Zürich (ZH),9001-10000 Franken,Teilzeit (<90%),Frau
2.3,2008,Zürich (ZH),10001-11000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.5,2008,Zürich (ZH),10001-11000 Franken,Beschäftigungsgrad - Total,Mann
0.7,2008,Zürich (ZH),10001-11000 Franken,Beschäftigungsgrad - Total,Frau
3.2,2008,Zürich (ZH),10001-11000 Franken,Vollzeit (>=90%),Geschlecht - Total
4,2008,Zürich (ZH),10001-11000 Franken,Vollzeit (>=90%),Mann
1.4,2008,Zürich (ZH),10001-11000 Franken,Vollzeit (>=90%),Frau
0.2,2008,Zürich (ZH),10001-11000 Franken,Teilzeit (<90%),Geschlecht - Total
0.6,2008,Zürich (ZH),10001-11000 Franken,Teilzeit (<90%),Mann
0.1,2008,Zürich (ZH),10001-11000 Franken,Teilzeit (<90%),Frau
1.5,2008,Zürich (ZH),11001-12000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.4,2008,Zürich (ZH),11001-12000 Franken,Beschäftigungsgrad - Total,Mann
0.4,2008,Zürich (ZH),11001-12000 Franken,Beschäftigungsgrad - Total,Frau
2.2,2008,Zürich (ZH),11001-12000 Franken,Vollzeit (>=90%),Geschlecht - Total
2.8,2008,Zürich (ZH),11001-12000 Franken,Vollzeit (>=90%),Mann
0.9,2008,Zürich (ZH),11001-12000 Franken,Vollzeit (>=90%),Frau
0.1,2008,Zürich (ZH),11001-12000 Franken,Teilzeit (<90%),Geschlecht - Total
0.2,2008,Zürich (ZH),11001-12000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),11001-12000 Franken,Teilzeit (<90%),Frau
1.1,2008,Zürich (ZH),12001-13000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.7,2008,Zürich (ZH),12001-13000 Franken,Beschäftigungsgrad - Total,Mann
0.3,2008,Zürich (ZH),12001-13000 Franken,Beschäftigungsgrad - Total,Frau
1.6,2008,Zürich (ZH),12001-13000 Franken,Vollzeit (>=90%),Geschlecht - Total
2,2008,Zürich (ZH),12001-13000 Franken,Vollzeit (>=90%),Mann
0.6,2008,Zürich (ZH),12001-13000 Franken,Vollzeit (>=90%),Frau
0.1,2008,Zürich (ZH),12001-13000 Franken,Teilzeit (<90%),Geschlecht - Total
0.2,2008,Zürich (ZH),12001-13000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),12001-13000 Franken,Teilzeit (<90%),Frau
0.8,2008,Zürich (ZH),13001-14000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.3,2008,Zürich (ZH),13001-14000 Franken,Beschäftigungsgrad - Total,Mann
0.2,2008,Zürich (ZH),13001-14000 Franken,Beschäftigungsgrad - Total,Frau
1.2,2008,Zürich (ZH),13001-14000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.5,2008,Zürich (ZH),13001-14000 Franken,Vollzeit (>=90%),Mann
0.4,2008,Zürich (ZH),13001-14000 Franken,Vollzeit (>=90%),Frau
0,2008,Zürich (ZH),13001-14000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Zürich (ZH),13001-14000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),13001-14000 Franken,Teilzeit (<90%),Frau
0.6,2008,Zürich (ZH),14001-15000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1,2008,Zürich (ZH),14001-15000 Franken,Beschäftigungsgrad - Total,Mann
0.2,2008,Zürich (ZH),14001-15000 Franken,Beschäftigungsgrad - Total,Frau
0.9,2008,Zürich (ZH),14001-15000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.1,2008,Zürich (ZH),14001-15000 Franken,Vollzeit (>=90%),Mann
0.4,2008,Zürich (ZH),14001-15000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,Zürich (ZH),14001-15000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Zürich (ZH),14001-15000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),14001-15000 Franken,Teilzeit (<90%),Frau
0.4,2008,Zürich (ZH),15001-16000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.7,2008,Zürich (ZH),15001-16000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,Zürich (ZH),15001-16000 Franken,Beschäftigungsgrad - Total,Frau
0.6,2008,Zürich (ZH),15001-16000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.8,2008,Zürich (ZH),15001-16000 Franken,Vollzeit (>=90%),Mann
0.2,2008,Zürich (ZH),15001-16000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,Zürich (ZH),15001-16000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Zürich (ZH),15001-16000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),15001-16000 Franken,Teilzeit (<90%),Frau
0.3,2008,Zürich (ZH),16001-17000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.6,2008,Zürich (ZH),16001-17000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,Zürich (ZH),16001-17000 Franken,Beschäftigungsgrad - Total,Frau
0.5,2008,Zürich (ZH),16001-17000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.6,2008,Zürich (ZH),16001-17000 Franken,Vollzeit (>=90%),Mann
0.2,2008,Zürich (ZH),16001-17000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,Zürich (ZH),16001-17000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Zürich (ZH),16001-17000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),16001-17000 Franken,Teilzeit (<90%),Frau
0.3,2008,Zürich (ZH),17001-18000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2008,Zürich (ZH),17001-18000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,Zürich (ZH),17001-18000 Franken,Beschäftigungsgrad - Total,Frau
0.4,2008,Zürich (ZH),17001-18000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.6,2008,Zürich (ZH),17001-18000 Franken,Vollzeit (>=90%),Mann
0.1,2008,Zürich (ZH),17001-18000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,Zürich (ZH),17001-18000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Zürich (ZH),17001-18000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),17001-18000 Franken,Teilzeit (<90%),Frau
0.2,2008,Zürich (ZH),18001-19000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.4,2008,Zürich (ZH),18001-19000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,Zürich (ZH),18001-19000 Franken,Beschäftigungsgrad - Total,Frau
0.4,2008,Zürich (ZH),18001-19000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.5,2008,Zürich (ZH),18001-19000 Franken,Vollzeit (>=90%),Mann
0.1,2008,Zürich (ZH),18001-19000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,Zürich (ZH),18001-19000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Zürich (ZH),18001-19000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),18001-19000 Franken,Teilzeit (<90%),Frau
0.2,2008,Zürich (ZH),19001-20000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2008,Zürich (ZH),19001-20000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,Zürich (ZH),19001-20000 Franken,Beschäftigungsgrad - Total,Frau
0.3,2008,Zürich (ZH),19001-20000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.4,2008,Zürich (ZH),19001-20000 Franken,Vollzeit (>=90%),Mann
0,2008,Zürich (ZH),19001-20000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,Zürich (ZH),19001-20000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Zürich (ZH),19001-20000 Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),19001-20000 Franken,Teilzeit (<90%),Frau
1.6,2008,Zürich (ZH),20001+ Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.8,2008,Zürich (ZH),20001+ Franken,Beschäftigungsgrad - Total,Mann
0.2,2008,Zürich (ZH),20001+ Franken,Beschäftigungsgrad - Total,Frau
2.3,2008,Zürich (ZH),20001+ Franken,Vollzeit (>=90%),Geschlecht - Total
3.2,2008,Zürich (ZH),20001+ Franken,Vollzeit (>=90%),Mann
0.5,2008,Zürich (ZH),20001+ Franken,Vollzeit (>=90%),Frau
"""......""",2008,Zürich (ZH),20001+ Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,Zürich (ZH),20001+ Franken,Teilzeit (<90%),Mann
"""......""",2008,Zürich (ZH),20001+ Franken,Teilzeit (<90%),Frau
6.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",0-  1000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",0-  1000 Franken,Beschäftigungsgrad - Total,Mann
13.8,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",0-  1000 Franken,Beschäftigungsgrad - Total,Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",0-  1000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",0-  1000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",0-  1000 Franken,Vollzeit (>=90%),Frau
23.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",0-  1000 Franken,Teilzeit (<90%),Geschlecht - Total
20.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",0-  1000 Franken,Teilzeit (<90%),Mann
24.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",0-  1000 Franken,Teilzeit (<90%),Frau
7.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Mann
14.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Frau
0.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",1001-  2000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",1001-  2000 Franken,Vollzeit (>=90%),Mann
0.8,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",1001-  2000 Franken,Vollzeit (>=90%),Frau
24,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",1001-  2000 Franken,Teilzeit (<90%),Geschlecht - Total
18.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",1001-  2000 Franken,Teilzeit (<90%),Mann
25.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",1001-  2000 Franken,Teilzeit (<90%),Frau
8.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Mann
17.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Frau
3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",2001-  3000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",2001-  3000 Franken,Vollzeit (>=90%),Mann
8.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",2001-  3000 Franken,Vollzeit (>=90%),Frau
22.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",2001-  3000 Franken,Teilzeit (<90%),Geschlecht - Total
